Title,Storyline
Fábrica do Medo - Edição Comemorativa,"In celebration of V Productions' 13th anniversary, we bring you the anthology Factory of Fear: Commemorative Edition. Get ready for a special selection of 8 terrifying stories that have defined our journey in the world of horror."
GOREphers: Final Gnaw,The GOREphers return for one final GNAW.
Ga la,"After a resort vacation, a live streaming mother, Marcy, experiences bizarre symptoms and her staff member dies mysteriously."
Gacy: Serial Killer Next Door,"A teenager's life in a quiet suburb changes drastically when John Wayne Gacy, a famed serial killer, becomes his neighbor. His curiosity leads to dark secrets and a frightening journey from innocence to a dire clash with evil."
Gadi,A man living in a small Konkan hamlet who is grieving the loss of his child learns that he has no free will.
Game of Death: The Six Doors to Hell,"Set in a bleak future in which the world suffocates under the iron fist of a tyrannical regime. Driven by unyielding determination, Ken Shiro sets out on a perilous mission to find the gate to Hell and save his daughter from the Inferno."
Garez,Can science explain possession ?
Geethanjali Malli Vachindi,A group filming a horror movie in a house encounters three malevolent ghosts. A sequel to the 2014 film Geethanjali.
Gen 2,N/A
Gentleman Caller,Imogen Sayre is given an ultimatum by her publisher to write a sequel to her one best selling novel or not be signed to a new book deal. Imogen must overcome mental and supernatural forces to write this book and salvage her career.
Get Away,A family's vacation to a remote getaway takes an unexpected turn when they discover the island they're on is inhabited by a serial killer.
Ghost Ahead,"Ghost Ahead is a comedy-horror film about a suicide triggering panic in a neglected hotel. The owner's failed attempt to expel the ghost leads to uncovering its true identity with the help of an Indian shaman, exposing a sinister plot."
Ghost Bowl,"""Reatrey"" is a female student who was riding a motorcycle when she witnessed a woman involved in a car accident on the road. Instead of offering assistance, she simply turned around. The following day, as she rode her motorcycle through the same accident site, she was not careful and inadvertently stepped on the KANTOUN there. Subsequently, a ghost began to haunt her during the night, expressing anger over the haunting that ultimately led to ""Reatrey's"" death."
Ghost Game,Follows a thrill-seeking couple who set their target in an haunted house and endure various incidents as they witness a family going mad.
Ghost Island,"After an incident on the ship, mysterious terrors begin to haunt them in unusual ways. The emergence of various unexplained threats further worsens the situation and forces one of the teenagers in the group to find a way out."
Ghost Killer,"After being possessed by the ghost of vengeful hit man Kudo, college student Fumika Matsuoka agrees to help him finish his quest for vengeance from beyond the grave."
Ghost Train,"""Ghost Train"" is a horror movie in which Da Gyeong, a YouTuber with the lowest number of views, meets the station master of a mysterious subway station to find the source of a true horror story and encounters several strange stories."
Ghosted,An African American playboy and his wing man are abducted after a blind date gone wrong.
Ghostly Secrets of Hotel San Carlos,"A group of ghost hunters spends the night at a highly active hotel. San Carlos in Phoenix, Arizona, is well-known for having a mysterious and frightening past."
Gizlenen,N/A
Gla,N/A
Go Away,"During a family gathering, dinner is interrupted by a knock at the door. 5 intruders take the guests hostage and put them through a series of sadistic games. As the night goes on, the intruders realize they also may have something to fear."
Goldilocks and the Three Bears: Death and Porridge,"When a group of friends arrive at the wrong address for their annual reunion vacation, Desperate, they break into a isolated house only to later discover it belongs to psychotic killers dressed as Goldilocks and the Three Bears."
Golgota - Flor de Carne,N/A
Gone with the Dead,The west coast is plunged into chaos when a mysterious virus turns people into flesh-eating zombies. Two different groups of survivors must band together and fight to stay alive or be Gone...with the Dead.
Gone: The Movie,"Apathetic and numb to the joys of life, Tom realizes he is fully gone. A blend of serenity and chaos, Gone represents the existential crisis experienced when a person disconnects from reality. The surreal and mysterious fantasies are inspired by a true story of isolation."
Good Boy,"After a series of child murders leaves the town of Fairview, CO, in total fear, 17 year old Taylor Reynolds, who is left in charge of babysitting her younger brother, starts to realize she may not be home alone."
Good Neighbours,A couple invite their somewhat peculiar new neighbours around for a welcome dinner.
Grafted,A bright but socially awkward exchange student takes her craving for popularity to horrifying heights.
Grandma,"Young woman inherits bed and breakfast with sinister past. Long ago, ""Grandma"" served human flesh to guests. Now, an old lady attacks new owners, possibly the original Grandma or someone connected to her crimes."
Granny,"A man named Devin Clark is driving his vehicle in an isolated forest in Sweden, when his engine suddenly breaks down, stranding him. He is then captured by an evil demonic woman with a bloody baseball bat. Six years later, his footage was found."
